9.910723505,45.19337406,3.118465095,11.8688385,0.927857081
13.04255605,55.31397461,6.420858336,16.3939836,0.806650423
8.703478452,32.85996559,4.613342677,10.85178635,0.900741159
10.42891391,43.93748077,6.150111034,14.1490005,0.88683194
6.727244232,39.09037982,2,10.95377875,0.976079295
8.524628439,44.64529511,2.179530955,12.10226569,0.987940056
8.800832689,47.74508321,5,14.52559333,0.889322041
11.09424249,31.05789375,6.367370985,12.52447024,0.853059893
13.23199063,75.72251311,3.782146956,18.21052632,1
9.379447476,23.97540405,2.4123931,10.28571429,0.935064935
6.458638222,34.08583285,2.560274026,10.58403417,0.981301181
10.37549756,31.74189455,4.933187426,12.13777017,0.956309165
9.950655742,19.97087817,2.92882633,10.28422919,0.934929926
11.2704747,72.38012422,1.89E-13,15.10526316,1
10.97107475,48.81243394,5.557797151,13.46549643,0.86255849
5.703926489,44.95702355,2.918528346,11.24398798,0.929255205
5,32.66900431,3,9.666484128,0.928419379
7.793127186,53.18660828,7.18E-14,12,1
6.876678292,66.90422312,0.846493842,12.22222222,1
12.66945568,41.28662424,5.84958027,14.90209555,0.952210579
7.788046057,55.95285107,2,12.13197734,0.990365497
12.61886144,44.35514646,5,14.80302459,0.908488874
13.04418196,32.78425114,3.911453909,13.37086009,0.973606317
11.00248591,52.82469889,6.446171501,14.43251242,0.953090443
5.892778955,50.4977807,1.06E-13,11.76,1
9.989799842,35.5238055,6.006107043,13.10172036,0.897378107
11.62463229,59.46042111,6.270355009,15.60608563,0.839228861
11.00345234,47.54352039,5,15.16670331,0.962965289
8.447174284,75.64967068,3.266182637,12.99402343,0.930653029
6.994454614,27.25175198,3,10.26988938,0.968857489
10.04870564,22.67957874,3.931037527,11.05550793,0.917469538
9.485793807,29.3273477,2.934743996,10.85716236,0.973736535
12.3334889,33.36085731,6.245056098,13.37348518,0.856664531
10.68634518,27.6277472,5,12.42562287,0.92805482
6.978591388,30.73641204,0.937742252,10.35714286,1
12.98562429,59.20836228,4,15.85714286,1
11.95275568,54.61274212,7.156641498,14.90933496,0.786234461
12.53020975,95.75040479,5.496282127,18.51762704,0.956983309
11.43934415,35.83395498,5.715322556,14.55402212,0.891062578
12.24459464,166.6744151,7.00652917,18.48287317,0.804158156
10.4988372,38.31427168,5.385470072,13.56672166,0.875272365
10.47520844,35.18586059,4.232842506,12.23180858,0.902346535
9.534278265,36.64405114,2,12.05205376,0.985669825
9.962905166,31.8906164,6,11.40479253,0.814628038
11.75713793,32.52607331,5.620002777,13.34051423,0.843668884
8.631649282,39.32307325,2,10.92293316,0.984048033
11.3266089,54.02217837,5.97649652,16.73421944,0.949459259
10.48262527,67.33966106,4,13.38786788,0.909364611
10.96009122,65.68012026,9.79E-14,14.9375,1
9.282313888,23.58127356,2.878338644,10.95608923,0.942459289
11.94752913,32.55716106,5.71652853,13.14885312,0.88906836
12.84290918,133.7088629,4.787155351,19.84095499,0.94208851
8.618033989,30.15415281,4,10.45322546,0.880271618
11.6216383,41.85620378,5.302839528,13.70827029,0.903841997
9.718056194,96.37856943,5.91133555,15.19286206,0.793298177
8.265200792,29.54650389,3.618033989,9.868891194,0.874458713
11.54149081,43.81980012,5.692469323,14.05457321,0.826739601
12.2705711,62.24583437,5.795572547,16.73622417,0.852403964
8.119321145,35.91226679,2,11.625,0.978947368
7.594302153,15.57864866,4,8.350936847,0.843528974
11.90253297,78.82420056,4.673633316,17.34498425,0.959169636
7.680435285,33.51398496,4,9.85460368,0.918649496
13.3893304,86.46056474,7.529984669,18.53601403,0.837402343
9.718486783,100.4513655,5.864757021,14.4138329,0.849386581
13.12481494,241.8905371,7.025716372,19.02015708,0.807011656
9.08420702,31.7929837,4,11.06845886,0.878449116
10.20872292,34.25257549,5.618821769,12.45854122,0.889895802
10.91913446,37.38076713,5.957002616,14.38471181,0.914928666
11.87083276,72.15947656,6.445495781,17.58755637,0.833397279
11.57666614,46.75198957,5,14.70674537,0.952663668
